Feature,Gain,Window_Start
Variance_5d_MA_IBB,0.038914,300
MA_5d_ICE,0.000043,300
Volume_IEF,0.017295,300
Adj_Close_IEF,0.000176,300
Variance_5d_MA_IEF,0.000079,300
MA_5d_IEF,0.000050,300
Log_Return_IJH,0.000480,300
Beta_45d_IJH,0.000324,300
Variance_45d_IJH,2.188662,300
Close_ILMN,0.006093,300
Variance_45d_ILMN,0.000365,300
Volume_INTC,0.022618,300
Variance_5d_MA_INTC,0.007792,300
Volume_IVV,0.000544,300
Volume_KMB,0.001270,300
Variance_45d_KR,0.019838,300
Variance_45d_LBTY.A,0.004195,300
Volume_LLY,0.004164,300
Beta_45d_LLY,0.000396,300
Close_MDLZ,0.000194,300
Beta_45d_MDLZ,0.000576,300
Volume_MDT,0.000108,300
Log_Return_MDT,0.010142,300
Variance_45d_MDY,0.000222,300
Variance_5d_MA_MDY,0.000094,300
MA_5d_MDY,0.001386,300
Volume_MET,0.000125,300
Beta_45d_MET,0.024214,300
MA_5d_MET,0.005385,300
Volume_MMM,0.000122,300
Adj_Close_MMM,0.000364,300
MA_5d_MSFT,0.002874,300
Beta_45d_NFLX,0.001428,300
Variance_5d_MA_NXPI,0.022239,300
Variance_5d_MA_PG,0.015112,300
MA_5d_PG,0.002369,300
MA_45d_PM,0.001128,300
Beta_45d_PXD,0.000439,300
MA_5d_SBUX,0.000365,300
Volume_SCHW,0.001926,300
Beta_45d_SLB,0.009645,300
Volume_SO,0.000296,300
MA_45d_SO,0.000034,300
MA_5d_SO,0.021951,300
Variance_45d_SPG,0.092571,300
MA_5d_SPXU,0.006454,300
Volume_SSO,0.000850,300
Variance_45d_TFCF.A,0.001519,300
Variance_45d_TLT,0.000468,300
Volume_UAA,0.002702,300
MA_5d_UAA,0.014601,300
Log_Return_UAL,0.000198,300
Variance_45d_UAL,0.006154,300
Volume_UPS,0.000289,300
Variance_45d_USB,0.001391,300
Close_VEU,0.010305,300
Beta_45d_VGK,0.005296,300
MA_5d_VIX,0.000364,300
Variance_5d_MA_VLO,0.086538,300
Beta_45d_VNQ,0.000257,300
Beta_45d_VTV,0.004263,300
MA_5d_VTV,0.006031,300
Variance_45d_VXX,0.004020,300
Volume_VZ,0.000351,300
Beta_45d_VZ,0.100405,300
MA_5d_VZ,0.002626,300
MA_45d_WBA,0.000362,300
Beta_45d_WW,0.003897,300
Variance_45d_XLB,0.039542,300
Volume_XLE,0.000345,300
Close_XLF,0.000771,300
Beta_45d_XLK,0.000496,300
Volume_XLP,0.000788,300
Volume_XOP,0.000983,300
Close,0.034405,305
MA_5d,0.010863,305
RQ_daily,0.000095,305
RV_x_RQ,0.001399,305
HAR_Pred,0.030829,305
target_multiplier,0.300158,305
MA_5d_ABT,0.001211,305
Volume_AGG,0.000920,305
Variance_45d_AGG,0.003696,305
Log_Return_AIG,0.000452,305
MA_45d_ALXN,0.019149,305
Log_Return_AMGN,0.001342,305
MA_45d_AMGN,0.001723,305
MA_5d_AMJ,0.001711,305
Log_Return_APC,0.000146,305
Volume_ATVI,0.000654,305
Log_Return_ATVI,0.000985,305
Beta_45d_AVGO,0.002805,305
Variance_45d_AXP,0.029735,305
MA_5d_BDX,0.005053,305
Log_Return_BHC,0.001476,305
Close_BK,0.006352,305
Variance_45d_MA_BK,0.064177,305
Variance_5d_MA_BK,1.065530,305
MA_5d_BK,0.000137,305
Volume_BLK,0.001035,305
Log_Return_BLK,0.000089,305
Variance_45d_BRCM,0.000487,305
Close_CAT,0.001816,305
Variance_45d_CMCS.A,0.026919,305
MA_45d_COP,0.000533,305
Variance_5d_MA_CRM,0.001643,305
Variance_45d_CVS,0.023365,305
Log_Return_CVX,0.030079,305
Beta_45d_CVX,0.117522,305
Variance_45d_DAL,0.002315,305
MA_5d_DAL,0.002379,305
Close_DD,0.044616,305
Variance_45d_DD,0.009146,305
Log_Return_DXJ,0.000355,305
Variance_45d_EEM,0.055169,305
Beta_45d_EFA,0.000412,305
Variance_45d_EFA,0.017110,305
Variance_45d_MA_EFA,0.353425,305
MA_5d_EFA,0.000700,305
Log_Return_EOG,0.000240,305
MA_5d_EOG,0.000260,305
Variance_5d_MA_ESRX,0.146972,305
MA_5d_ESRX,0.006236,305
Volume_EWG,0.000115,305
Beta_45d_EWG,0.000128,305
Volume_EWJ,0.002517,305
MA_5d_EXPE,0.000313,305
Variance_45d_EZU,0.000802,305
Log_Return_FDX,0.000877,305
Variance_45d_FXI,0.401825,305
Close_F,0.008114,305
MA_5d_F,0.005029,305
MA_5d_GE,0.024101,305
Close_GLD,0.000400,305
Variance_45d_GLD,1.686231,305
Close_GOOG.L,0.006526,305
Volume_HD,0.006512,305
MA_45d_HD,0.002737,305
MA_5d_HON,0.001126,305
Close_HYG,0.024487,305
Variance_45d_HYG,0.157944,305
Variance_5d_MA_HYG,0.056473,305
Log_Return_ICE,0.001188,305
Variance_45d_IJH,3.253625,305
Close_ILMN,0.000395,305
Volume_INTC,0.000771,305
Beta_45d_INTC,0.001803,305
MA_5d_IWF,0.000537,305
Volume_IWR,0.000125,305
Variance_45d_KR,0.016983,305
MA_45d_LLY,0.014436,305
Variance_45d_LOW,0.000848,305
Volume_MA,0.000182,305
Volume_MCK,0.000268,305
MA_5d_MCK,0.079764,305
Beta_45d_MDLZ,0.013956,305
Variance_45d_MA_MDT,0.000133,305
MA_5d_MDY,0.004883,305
Close_MET,0.016168,305
Volume_MET,0.001769,305
Adj_Close_MET,0.000232,305
Log_Return_MET,0.000138,305
Beta_45d_MET,0.004490,305
Log_Return_MMM,0.010259,305
Log_Return_MON,0.001092,305
Log_Return_MO,0.000621,305
MA_5d_MRK,0.000997,305
Close_MSFT,0.008274,305
Beta_45d_MSFT,0.002866,305
MA_45d_MSFT,0.030779,305
Variance_45d_MS,0.000433,305
Log_Return_MU,0.000159,305
Log_Return_ORCL,0.000034,305
MA_5d_ORCL,0.000518,305
Variance_5d_MA_PG,0.003004,305
MA_5d_PG,0.001423,305
Volume_SCHW,0.001126,305
MA_5d_SCHW,0.003376,305
Volume_SHY,0.002698,305
Variance_45d_SLB,0.131256,305
MA_45d_SLB,0.015908,305
Volume_SPY,0.002131,305
Volume_SWKS,0.000430,305
Beta_45d_SWKS,0.001565,305
MA_45d_TFCF.A,0.003769,305
Close_TLT,0.000639,305
Log_Return_TLT,0.000312,305
Volume_TSLA,0.009379,305
Close_T,0.000475,305
Volume_UAA,0.008330,305
Beta_45d_UPS,0.000290,305
Variance_45d_UPS,0.009862,305
Adj_Close_USB,0.000608,305
Variance_5d_MA_VIX,0.234180,305
Variance_45d_VLO,0.020317,305
Variance_5d_MA_VLO,0.123791,305
Variance_45d_VWO,0.250462,305
Beta_45d_VZ,0.587255,305
Volume_V,0.000327,305
Beta_45d_WBA,0.000489,305
Variance_5d_MA_WBA,0.002886,305
Beta_45d_WW,0.006347,305
Close_XLB,0.003904,305
MA_45d_XLK,0.002026,305
Volume_XLU,0.000772,305
Close_XLY,0.007740,305
Close,0.015346,310
Volume,0.001675,310
HAR_Pred,0.001057,310
target_multiplier,0.541440,310
Volume_AABA,0.005914,310
MA_45d_AABA,0.003658,310
MA_5d_AABA,0.000897,310
Volume_ABT,0.000149,310
MA_5d_ABT,0.015151,310
MA_5d_AGG,0.000353,310
Volume_AIG,0.003935,310
Close_ALXN,0.004391,310
Beta_45d_AMGN,0.004252,310
Volume_APC,0.001765,310
Variance_45d_APC,0.000618,310
Variance_5d_MA_APC,0.001762,310
Variance_45d_AXP,0.100280,310
Log_Return_BDX,0.005033,310
Beta_45d_BIIB,0.002591,310
Close_BKNG,0.090459,310
Beta_45d_BKNG,0.006976,310
Close_BK,0.000365,310
Volume_BK,0.004360,310
Variance_45d_MA_BK,0.017448,310
Variance_5d_MA_BK,1.151306,310
MA_45d_BK,0.001655,310
Variance_45d_BMY,0.001135,310
MA_5d_BMY,0.000084,310
Log_Return_BP,0.000525,310
Variance_5d_MA_BP,0.022122,310
Volume_BRK.B,0.001259,310
MA_5d_BRK.B,0.026330,310
Variance_45d_CMCS.A,0.319756,310
MA_5d_COP,0.005955,310
MA_5d_COST,0.003435,310
MA_5d_CSCO,0.017748,310
MA_5d_CVX,0.011651,310
Variance_45d_DD,0.015097,310
MA_5d_DOW,0.003358,310
Beta_45d_DUK,0.009406,310
Variance_5d_MA_DXJ,0.232385,310
Variance_45d_EEM,0.116181,310
Log_Return_EFA,0.000827,310
Beta_45d_EFA,0.001407,310
Variance_45d_EFA,0.004261,310
Close_EOG,0.000231,310
Log_Return_ESRX,0.001830,310
Volume_EXPE,0.000173,310
Volume_EZU,0.001092,310
Variance_45d_FXI,0.261965,310
MA_5d_FXI,0.085983,310
Close_F,0.000664,310
Beta_45d_GDX,0.006912,310
MA_5d_HON,0.011304,310
Beta_45d_HYG,0.000811,310
Variance_45d_HYG,0.060284,310
Beta_45d_ICE,0.002173,310
Close_IEF,0.000274,310
Volume_IEF,0.000282,310
Variance_45d_IEF,0.003122,310
Variance_5d_MA_IEF,0.010399,310
MA_5d_IEF,0.000039,310
Log_Return_IJH,0.000371,310
Variance_45d_IJH,1.105078,310
MA_5d_ILMN,0.000976,310
Volume_INTC,0.003745,310
MA_5d_INTC,0.000103,310
Volume_IWD,0.001483,310
MA_5d_JPM,0.000389,310
Beta_45d_KO,0.027061,310
MA_45d_LBTY.A,0.003617,310
Log_Return_MCD,0.000716,310
Beta_45d_MCD,0.441201,310
Variance_45d_MCD,0.002958,310
Variance_45d_MA_MCK,0.147587,310
MA_45d_MCK,0.061770,310
Beta_45d_MDLZ,0.041218,310
Log_Return_MDT,0.000409,310
Adj_Close_MDY,0.029573,310
Beta_45d_MDY,0.022823,310
Variance_45d_MET,0.091363,310
MA_5d_MET,0.008016,310
Volume_MO,0.001249,310
Close_MRK,0.001889,310
MA_45d_NFLX,0.004307,310
Beta_45d_NXPI,0.000476,310
Beta_45d_ORCL,0.000854,310
Beta_45d_PFE,0.000587,310
MA_45d_PXD,0.010760,310
Volume_QQQ,0.005629,310
Variance_45d_MA_REGN,0.013362,310
Log_Return_SBUX,0.001080,310
MA_5d_SHY,0.000646,310
Beta_45d_SLB,0.000037,310
Volume_SPG,0.001695,310
Adj_Close_SPG,0.002037,310
Log_Return_SPG,0.000414,310
MA_45d_SPG,0.002328,310
MA_5d_TFCF.A,0.011067,310
Adj_Close_TGT,0.167395,310
Variance_5d_MA_TSLA,0.002067,310
Close_T,0.000539,310
Beta_45d_UAL,0.001586,310
Close_UNH,0.001044,310
Variance_45d_UNP,0.024534,310
Variance_5d_MA_UNP,0.001095,310
Variance_45d_UPS,0.024833,310
MA_45d_UPS,0.012013,310
Variance_45d_VGK,0.001095,310
MA_45d_VGK,0.055177,310
MA_5d_VGK,0.001557,310
Adj_Close_VIX,0.000384,310
Variance_45d_VIX,0.100274,310
Log_Return_VLO,0.000551,310
Variance_45d_VLO,0.064580,310
Variance_5d_MA_VLO,0.060834,310
Volume_VNQ,0.000643,310
Beta_45d_VNQ,0.002867,310
Variance_45d_VOO,0.001284,310
Beta_45d_VTV,0.004759,310
MA_5d_VWO,0.004951,310
Variance_45d_VXX,0.001944,310
Beta_45d_VZ,0.039898,310
Variance_5d_MA_V,0.002204,310
Log_Return_WMT,0.000348,310
Beta_45d_WW,0.002728,310
MA_5d_XLB,0.002683,310
Adj_Close_XLE,0.001604,310
MA_45d_XLP,0.010574,310
Volume_XLV,0.000387,310
MA_5d_XLV,0.002006,310
Volume_XOP,0.011095,310
Close,0.001049,315
Volume,0.001361,315
RQ_daily,0.000770,315
HAR_Pred,0.012661,315
target_multiplier,0.047620,315
Close_AABA,0.004419,315
Log_Return_ACN,0.000383,315
Variance_5d_MA_AGG,0.011159,315
Close_AGN,0.002175,315
MA_5d_AMGN,0.016006,315
Volume_AMJ,0.009818,315
MA_5d_ANDV,0.038741,315
Log_Return_ATVI,0.001313,315
MA_5d_AVGO,0.082885,315
Close_BAC,0.000796,315
Volume_BAC,0.003064,315
Adj_Close_BHC,0.010322,315
Log_Return_BIDU,0.002104,315
MA_5d_BKNG,0.001141,315
Beta_45d_BK,0.000080,315
Variance_5d_MA_BK,0.000678,315
Log_Return_BLK,0.000536,315
Beta_45d_BLK,0.000566,315
Variance_45d_BLK,0.000555,315
Volume_BND,0.000713,315
Variance_45d_BND,0.004208,315
Volume_BP,0.002246,315
Log_Return_BP,0.000963,315
Beta_45d_BP,0.001458,315
Close_BRCM,0.141603,315
Variance_45d_BRCM,0.005386,315
Volume_BRK.B,0.002823,315
Beta_45d_CAT,0.204025,315
MA_5d_CAT,0.061352,315
Variance_5d_MA_CB,0.214273,315
Variance_45d_CMCS.A,1.703314,315
Variance_5d_MA_CMCS.A,0.018628,315
Volume_CMG,0.001205,315
Log_Return_CMG,0.001820,315
Adj_Close_CRM,0.001326,315
MA_5d_CSCO,0.023184,315
MA_5d_CVS,0.008625,315
Volume_CVX,0.004839,315
Variance_5d_MA_CVX,0.023078,315
Volume_DAL,0.002035,315
Variance_45d_DD,0.022126,315
Beta_45d_DIS,0.017595,315
MA_5d_DOW,0.005585,315
Beta_45d_DUK,0.022860,315
Beta_45d_DXJ,0.038408,315
MA_5d_EEM,0.000186,315
Variance_45d_EFA,0.015134,315
MA_45d_EFA,0.001673,315
Log_Return_EOG,0.005313,315
Beta_45d_ESRX,0.046714,315
Volume_EWG,0.000325,315
MA_5d_FDX,0.014278,315
Log_Return_GDX,0.001509,315
Variance_5d_MA_GDX,0.003872,315
MA_5d_GDX,0.037904,315
Variance_5d_MA_GILD,0.014129,315
Variance_5d_MA_GLD,0.054725,315
Variance_45d_HYG,0.067965,315
MA_5d_HYG,0.039410,315
Variance_45d_IBB,0.497647,315
Volume_IBM,0.004518,315
Volume_ICE,0.000405,315
Log_Return_ICE,0.002129,315
Volume_IEF,0.000084,315
Log_Return_IEF,0.000482,315
SPY_Return_IEF,0.001224,315
Variance_45d_IEF,0.004091,315
Log_Return_IJH,0.001586,315
Variance_45d_IJH,0.067609,315
MA_45d_ILMN,0.001758,315
MA_5d_ILMN,0.000172,315
Volume_INTC,0.008845,315
Beta_45d_IVV,0.005496,315
Volume_IWR,0.000966,315
Volume_JPM,0.002694,315
Beta_45d_JPM,0.002882,315
Variance_45d_KR,0.008577,315
Variance_5d_MA_KR,0.109984,315
Volume_LMT,0.000961,315
Beta_45d_MA,0.009405,315
Beta_45d_MCD,0.587144,315
Beta_45d_MDLZ,0.017863,315
Variance_45d_MDT,0.005099,315
Beta_45d_MDY,0.018944,315
Variance_45d_MDY,0.005455,315
Volume_MET,0.000006,315
Log_Return_MET,0.000554,315
Beta_45d_MET,0.059926,315
Variance_45d_MET,0.043523,315
MA_5d_MET,0.005360,315
Volume_MMM,0.000912,315
Variance_45d_MMM,0.001546,315
Log_Return_MU,0.000066,315
Volume_ORCL,0.032973,315
Variance_45d_PEP,0.001865,315
Variance_5d_MA_PEP,0.007823,315
MA_5d_PFE,0.006029,315
Volume_PG,0.000646,315
Variance_45d_QCOM,0.010631,315
Variance_45d_MA_QCOM,0.007889,315
Variance_45d_MA_REGN,0.545133,315
Variance_5d_MA_REGN,0.005124,315
MA_45d_REGN,0.001538,315
Close_SBUX,0.009005,315
MA_45d_SBUX,0.354015,315
Variance_45d_SIG,0.001894,315
Beta_45d_SLB,0.001356,315
Volume_SO,0.005502,315
Adj_Close_SO,0.003289,315
Log_Return_SPXU,0.001315,315
Beta_45d_SPXU,0.002930,315
Volume_SSO,0.001101,315
Variance_45d_TLT,0.170409,315
Volume_TSLA,0.013170,315
Log_Return_TWX,0.001615,315
Variance_45d_TWX,0.182027,315
Log_Return_T,0.000886,315
Beta_45d_T,0.001538,315
Volume_UAL,0.002249,315
Variance_5d_MA_UAL,0.001536,315
MA_5d_UAL,0.000722,315
MA_5d_UNH,0.024992,315
Log_Return_VGK,0.000141,315
Variance_5d_MA_VGK,0.002871,315
MA_5d_VGK,0.001187,315
Log_Return_VIX,0.000393,315
Close_VLO,0.000110,315
Variance_45d_VLO,0.337124,315
Variance_5d_MA_VLO,0.246394,315
Close_VNQ,0.000938,315
Variance_45d_VWO,0.020581,315
Volume_VZ,0.002891,315
Beta_45d_VZ,0.247930,315
MA_45d_WMB,0.000843,315
Beta_45d_WW,0.007130,315
MA_5d_WW,0.001366,315
Volume_XLF,0.001048,315
Beta_45d_XLK,0.016002,315
Beta_45d_XLV,0.003751,315
Volume_XOP,0.001190,315
Close,0.000198,325
Volume,0.012995,325
RV_x_RQ,0.000231,325
target_multiplier,0.079079,325
Volume_AABA,0.002175,325
MA_45d_AABA,0.002897,325
Volume_ACN,0.002219,325
Variance_5d_MA_AGG,1.070831,325
Volume_ALXN,0.001494,325
Log_Return_ALXN,0.004490,325
Close_AMGN,0.000471,325
Log_Return_AMLP,0.000926,325
Volume_ANDV,0.006149,325
Beta_45d_AVGO,0.005329,325
MA_45d_BA,0.009507,325
MA_45d_BDX,0.000204,325
MA_5d_BHC,0.011995,325
Log_Return_BIDU,0.000831,325
Close_BKNG,0.004031,325
MA_5d_BKNG,0.000125,325
Close_BK,0.000230,325
Volume_BK,0.000321,325
Beta_45d_BK,0.000087,325
Variance_45d_BK,0.004009,325
Variance_45d_MA_BK,0.000167,325
Log_Return_BLK,0.000077,325
Beta_45d_BLK,0.107340,325
Volume_BMY,0.001177,325
Log_Return_BP,0.001825,325
Log_Return_CAT,0.007151,325
MA_5d_CB,0.000803,325
Variance_45d_CMCS.A,0.041200,325
MA_5d_CMG,0.001249,325
Close_COP,0.005334,325
MA_5d_COP,0.000430,325
Log_Return_DD,0.001950,325
MA_5d_DD,0.051386,325
Close_DOW,0.009822,325
Volume_EEM,0.007136,325
Log_Return_EEM,0.000245,325
Variance_45d_EEM,0.017202,325
Variance_5d_MA_EEM,0.000206,325
Log_Return_EFA,0.000019,325
Variance_45d_MA_EFA,0.010601,325
Beta_45d_EOG,0.003868,325
Variance_5d_MA_ESRX,0.002168,325
Variance_5d_MA_EWG,0.194612,325
Close_EZU,0.167434,325
Volume_FXI,0.007932,325
Log_Return_FXI,0.000387,325
Close_F,0.006740,325
Variance_45d_F,0.000649,325
Variance_5d_MA_GDX,0.003191,325
Volume_GOOG.L,0.005264,325
Variance_45d_GS,0.037267,325
Log_Return_HAL,0.000777,325
MA_45d_HD,0.166478,325
Beta_45d_HEDJ,0.001994,325
Beta_45d_HYG,0.000765,325
Variance_45d_HYG,0.048431,325
Beta_45d_IBB,0.002170,325
MA_5d_ICE,0.000088,325
SPY_Return_IEF,0.000147,325
Variance_45d_IEF,0.026485,325
Close_ILMN,0.000825,325
Log_Return_ILMN,0.008038,325
Volume_INTC,0.014737,325
Log_Return_INTC,0.002840,325
SPY_Return_INTC,0.002719,325
MA_45d_INTC,0.005685,325
MA_5d_IWM,0.007804,325
Volume_KMB,0.000730,325
Beta_45d_KO,0.041058,325
Volume_LLY,0.004699,325
MA_45d_LLY,0.037799,325
Log_Return_LMT,0.001112,325
Volume_MA,0.025875,325
Beta_45d_MCD,0.793128,325
Variance_5d_MA_MCD,0.001089,325
Volume_MCK,0.007392,325
Variance_45d_MCK,0.010921,325
Close_MDLZ,0.002929,325
Beta_45d_MDT,0.001564,325
MA_5d_MDT,0.005787,325
Volume_MDY,0.016787,325
Adj_Close_MDY,0.001256,325
Volume_MET,0.016902,325
Beta_45d_MET,0.053437,325
Variance_45d_MET,0.005294,325
MA_45d_MMM,0.027467,325
Variance_45d_MRK,0.023906,325
Variance_45d_NFLX,0.005151,325
Volume_ORCL,0.069860,325
MA_45d_ORCL,0.001415,325
Variance_45d_OXY,0.035102,325
Variance_5d_MA_OXY,0.033507,325
Log_Return_PEP,0.000548,325
Variance_45d_PFE,0.002413,325
MA_5d_PFE,0.007721,325
Volume_PXD,0.007777,325
Close_QCOM,0.009112,325
Log_Return_REGN,0.000597,325
MA_45d_REGN,0.000162,325
Log_Return_SBUX,0.000683,325
MA_45d_SBUX,0.632350,325
Volume_SHY,0.001717,325
Volume_SIG,0.008975,325
Log_Return_SO,0.000312,325
Volume_SPG,0.000670,325
Log_Return_SWKS,0.008300,325
Log_Return_TFCF.A,0.000441,325
Volume_TGT,0.000243,325
Variance_45d_TWX,0.010861,325
MA_5d_T,0.002293,325
Volume_UAA,0.000715,325
Volume_UAL,0.006081,325
Variance_5d_MA_UAL,0.031939,325
Variance_5d_MA_UNP,0.000548,325
Volume_UPS,0.000839,325
Volume_UTX,0.000694,325
Beta_45d_UTX,0.020799,325
Volume_VEU,0.000599,325
Log_Return_VEU,0.023088,325
Beta_45d_VEU,0.008838,325
MA_5d_VGK,0.000232,325
Beta_45d_VLO,0.001127,325
Variance_45d_VLO,0.038938,325
Variance_5d_MA_VLO,0.162959,325
Beta_45d_VNQ,0.003348,325
MA_5d_VNQ,0.001716,325
Volume_VTI,0.004140,325
Variance_45d_VTV,0.000932,325
Variance_45d_WFC,0.004206,325
Log_Return_WMT,0.009225,325
MA_5d_XLI,0.004949,325
Beta_45d_XLV,0.001886,325
Log_Return_XOM,0.000511,325
Volume_XOP,0.000547,325
Beta_45d_XOP,0.001191,325
Close,0.000110,320
Variance_45d,0.000418,320
RV_x_RQ,0.040035,320
target_multiplier,0.188437,320
Log_Return_AABA,0.001892,320
Beta_45d_AABA,0.000521,320
MA_45d_AABA,0.013605,320
Log_Return_AAPL,0.000029,320
Close_ABT,0.000062,320
Variance_45d_ABT,0.001211,320
MA_5d_ABT,0.007223,320
Volume_AGG,0.000309,320
Variance_45d_MA_AGG,0.000181,320
Close_AMGN,0.000556,320
Volume_AMGN,0.003877,320
MA_5d_AMGN,0.000908,320
Volume_AMJ,0.005656,320
Log_Return_AMLP,0.000486,320
MA_45d_BA,0.003217,320
MA_5d_BDX,0.000850,320
Close_BHC,0.002390,320
Volume_BKNG,0.000675,320
MA_5d_BKNG,0.000786,320
Close_BK,0.001781,320
Volume_BK,0.006912,320
Log_Return_BK,0.001553,320
SPY_Return_BK,0.019952,320
Beta_45d_BK,0.000008,320
Variance_45d_MA_BK,0.021106,320
Variance_5d_MA_BK,0.000220,320
Volume_BLK,0.001822,320
Log_Return_BLK,0.000013,320
Variance_45d_BLK,0.001709,320
MA_5d_BLK,0.000304,320
Beta_45d_BMY,0.004023,320
Variance_45d_BMY,0.000518,320
Volume_BP,0.000947,320
Beta_45d_BP,0.001410,320
Variance_45d_BP,0.035525,320
Close_BRCM,0.201845,320
Variance_45d_BRCM,0.035328,320
Volume_BRK.B,0.000184,320
MA_5d_BRK.B,0.003755,320
MA_5d_CAT,0.003219,320
Variance_5d_MA_CB,0.029883,320
Log_Return_CMCS.A,0.001159,320
Beta_45d_CMCS.A,0.013330,320
MA_5d_CMCS.A,0.001628,320
Log_Return_CMG,0.012721,320
Beta_45d_CMG,0.001032,320
MA_45d_CMG,0.001975,320
Volume_COST,0.003662,320
Log_Return_COST,0.014909,320
Variance_45d_CSCO,0.032282,320
MA_5d_CSCO,0.009747,320
Volume_CVS,0.000955,320
Variance_45d_DD,0.008987,320
Beta_45d_DIS,0.024783,320
Volume_DOW,0.000903,320
Log_Return_DOW,0.004361,320
Beta_45d_DUK,0.123822,320
Beta_45d_DXJ,0.009231,320
MA_5d_DXJ,0.020191,320
Variance_45d_EEM,0.000234,320
Adj_Close_EFA,0.012624,320
Variance_45d_EFA,0.023245,320
Volume_EOG,0.000183,320
Log_Return_EOG,0.000027,320
Variance_45d_ESRX,0.001302,320
Variance_5d_MA_ESRX,0.005104,320
MA_5d_EWG,0.005454,320
Close_EXPE,0.008014,320
MA_5d_GDX,0.021973,320
Close_GOOG.L,0.000197,320
Variance_45d_GS,0.015372,320
Beta_45d_HAL,0.023935,320
Log_Return_HEDJ,0.000092,320
Volume_HYG,0.000454,320
Variance_45d_HYG,0.040270,320
Beta_45d_IEF,0.000259,320
Variance_45d_IEF,0.116498,320
Variance_5d_MA_IEF,0.153584,320
MA_45d_IEF,0.000393,320
Volume_IJH,0.000173,320
Volume_INTC,0.001153,320
Beta_45d_IWD,0.001027,320
Log_Return_JPM,0.000097,320
Volume_KMB,0.000418,320
MA_5d_KO,0.002295,320
Variance_5d_MA_KR,0.209239,320
Volume_LBTY.A,0.001513,320
Volume_MCK,0.001118,320
MA_5d_MCK,0.000983,320
Beta_45d_MDLZ,0.018045,320
Log_Return_MDT,0.001834,320
Variance_5d_MA_MDT,0.000308,320
Variance_45d_MDY,0.006406,320
Beta_45d_MET,0.109382,320
Variance_45d_MET,0.203787,320
Beta_45d_MRK,0.001441,320
Volume_MSFT,0.000275,320
Variance_45d_NFLX,0.005108,320
Close_NKE,0.016638,320
Volume_NXPI,0.000692,320
Volume_OXY,0.000144,320
Variance_45d_PFE,0.005849,320
Volume_PG,0.000121,320
Volume_PXD,0.000404,320
Variance_45d_MA_QCOM,0.015378,320
Volume_QQQ,0.000882,320
Volume_SBUX,0.000086,320
Log_Return_SCHW,0.000973,320
MA_5d_SHY,0.007121,320
Volume_SIG,0.006184,320
Volume_SO,0.000815,320
Beta_45d_SPG,0.017894,320
Variance_45d_SPG,0.059730,320
MA_5d_SPG,0.000066,320
Volume_SSO,0.006903,320
Volume_SWKS,0.000160,320
MA_45d_TGT,0.027554,320
Volume_TLT,0.000865,320
Volume_TNA,0.006853,320
Volume_TSLA,0.006575,320
Log_Return_TSLA,0.001165,320
MA_5d_TWX,0.000301,320
Close_TXN,0.009260,320
Volume_TXN,0.031132,320
Adj_Close_TXN,0.015841,320
Close_UAL,0.002419,320
MA_45d_UAL,0.001801,320
Close_UNH,0.000925,320
Log_Return_UNH,0.001527,320
Beta_45d_UNP,0.001811,320
Variance_45d_UPS,0.011803,320
Variance_45d_USB,0.004132,320
Variance_5d_MA_USO,0.001710,320
Close_UTX,0.009643,320
MA_5d_UTX,0.009137,320
Log_Return_VLO,0.000936,320
Variance_45d_VLO,0.536579,320
Variance_5d_MA_VLO,0.273592,320
Volume_VNQ,0.000404,320
MA_5d_VNQ,0.034057,320
Volume_VTI,0.002073,320
Beta_45d_VWO,0.028069,320
Variance_45d_VWO,0.000397,320
MA_5d_VWO,0.019033,320
Variance_45d_VXX,0.000355,320
Log_Return_V,0.001235,320
Volume_WMB,0.003363,320
Volume_XLY,0.001983,320
Volume_XOP,0.000948,320
Close,0.002379,330
Volume,0.000244,330
RQ_daily,0.002302,330
RV_x_RQ,0.002662,330
target_multiplier,0.016125,330
MA_45d_AABA,0.005401,330
Log_Return_ACN,0.000616,330
Beta_45d_AET,0.030864,330
Volume_AGN,0.003986,330
Log_Return_AMLP,0.000950,330
Volume_AMZN,0.005623,330
MA_5d_AMZN,0.017709,330
Volume_ATVI,0.002382,330
Log_Return_BAC,0.007495,330
Variance_45d_BAC,0.004507,330
Log_Return_BHC,0.002711,330
MA_5d_BHC,0.009810,330
MA_45d_BIDU,0.024721,330
Volume_BKNG,0.001131,330
MA_45d_BKNG,0.003757,330
Log_Return_BK,0.000559,330
Variance_45d_BK,0.000178,330
Volume_BLK,0.000229,330
Volume_BMY,0.000785,330
MA_45d_BND,0.000937,330
Volume_BP,0.001394,330
Beta_45d_BRCM,0.000928,330
Variance_45d_BRCM,0.105783,330
Variance_45d_BRK.B,0.007548,330
Volume_CAT,0.006538,330
Log_Return_CMCS.A,0.004291,330
Variance_45d_CMCS.A,0.007342,330
Variance_5d_MA_CMCS.A,0.004861,330
Volume_CVX,0.001310,330
Variance_5d_MA_CVX,0.013397,330
MA_5d_CVX,0.003733,330
Variance_45d_DD,0.004011,330
MA_5d_DD,0.033636,330
Log_Return_DIS,0.001490,330
Volume_DUK,0.000415,330
Beta_45d_DXJ,0.004675,330
MA_5d_DXJ,0.019771,330
MA_5d_EEM,0.000114,330
Volume_EFA,0.000082,330
Variance_5d_MA_EFA,0.000037,330
Close_EOG,0.005906,330
MA_5d_EOG,0.001843,330
